title,cover,city,region,address,rooms_desc,area_range,all_ready,price,hourseDecoration,company,hourseType,on_time,open_date,tags,totalPrice_range,sale_status,detail_url
蓝润·置地广场A地块,https://image1.ljcdn.com/newhouse-user-image/254e25ccc3819a60c96ab11a83525a49.jpg,达州,通川区,四川省达州市通川区朝阳东路858号,"[""3"", ""4""]","[""103"", ""195""]",1,8500,毛坯,达州市弘润置业有限公司,住宅,2019-01-21 17:47:06,2018-12-26,"[""\u8f66\u4f4d\u5145\u8db3"", ""\u4eba\u8f66\u5206\u6d41"", ""\u54c1\u724c\u623f\u4f01"", ""\u79d1\u6280\u4f4f\u5b85""]","[""145""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
强生医药贸易市场,https://image1.ljcdn.com/newhouse-user-image/90cd04d8706f7be2082bcdd92cac4eaa.png,达州,达川区,南外一号干道，强生药业贸易综合市场,"[""2"", ""3""]","[""69"", ""87""]",1,4800,毛坯,达州泽栋置业有限公司,商业,2019-04-23 10:45:54,2019-01-29,"[""\u4f4e\u5355\u4ef7"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5c0f\u578b\u793e\u533a"", ""\u4f11\u95f2\u4f1a\u6240""]","[""40""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
四季花城二期,https://image1.ljcdn.com/newhouse-user-image/541863ce4cc028190625f57589878feb.jpg,达州,通川区,四季花城二期,"[""1""]","[""19""]",1,20000,毛坯,四川滨江地产集团有限公司,商业,2019-07-22 13:54:48,2019-05-07,"[""\u4eba\u8f66\u5206\u6d41"", ""\u5c0f\u578b\u793e\u533a"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u73b0\u623f""]","[""70""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
滨江·四季花城一期,https://image1.ljcdn.com/newhouse-user-image/a7d74dac78128aca1725c9ea7fafe242.jpg,达州,通川区,白塔路滨江·四季花城一期,"[""""]","[""""]",1,0,毛坯,达州市恒腾置业有限公司,底商,2019-09-27 10:01:41,2018-01-13,"[""\u4eba\u8f66\u5206\u6d41"", ""\u5c0f\u578b\u793e\u533a"", ""\u54c1\u724c\u623f\u4f01"", ""\u516c\u4ea4\u76f4\u8fbe""]","[""0""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
盛煌·南城国际,https://image1.ljcdn.com/newhouse-user-image/f4439ad7e9880112248f7f2561329457.jpg,达州,达川区,南国大道二段盛煌·南城国际,"[""3"", ""4""]","[""83"", ""119""]",1,6600,毛坯,达州市盛煌置业有限公司,住宅,2019-10-24 10:02:21,2021-02-18,"[""\u7eff\u5316\u7387\u9ad8"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5065\u8eab\u8dd1\u9053"", ""\u8d34\u5fc3\u7269\u4e1a""]","[""56"", ""80""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
复兴批发市场,https://image1.ljcdn.com/newhouse-user-image/57a424dbbd54d1f4697fc5b8738da7ba.jpg,达州,通川区,达州绕城公路复兴批发市场,"[""1""]","[""16"", ""63""]",1,11000,毛坯,达州市复兴市场开发有限公司,商业,2020-04-14 13:36:21,2019-11-04,"[""\u4f4e\u5355\u4ef7"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5927\u578b\u793e\u533a"", ""\u54c1\u724c\u623f\u4f01""]","[""69""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
兴诚锦云臺,https://image1.ljcdn.com/newhouse-user-image/4c022485798de49b8d2bb005267f6174.jpg,达州,达川区,南国大道二段兴诚锦云臺,"[""2"", ""3"", ""4""]","[""72"", ""143""]",1,6700,毛坯,达州市兴诚置业有限公司,住宅,2021-02-02 14:31:04,2021-01-30,"[""\u8f66\u4f4d\u5145\u8db3"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5065\u8eab\u8dd1\u9053"", ""\u4f11\u95f2\u4f1a\u6240""]","[""50"", ""120""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
阳光·臻云湖,https://image1.ljcdn.com/newhouse-user-image/a03e53991c85a30ef1f9ee8b63d2ec43.jpg,达州,达川区,高新区梨树坪湿地公园旁,"[""3"", ""4""]","[""82"", ""118""]",1,6300,毛坯,达州市硕阳置业有限公司,住宅,2021-04-07 17:11:07,2021-04-03,"[""\u7eff\u5316\u7387\u9ad8"", ""\u4eba\u8f66\u5206\u6d41"", ""\u54c1\u724c\u623f\u4f01"", ""\u5065\u8eab\u8dd1\u9053""]","[""55"", ""105""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
阳光·梵迪亚,https://image1.ljcdn.com/newhouse-user-image/b84e252db54c4ce5790a138ef3d26865.jpg,达州,通川区,龙马大道阳光·梵迪亚,"[""3"", ""4""]","[""84"", ""93""]",1,5900,毛坯,达州市盛阳置业有限公司,住宅,0000-00-00 00:00:00,2022-05-21,"[""\u4eba\u8f66\u5206\u6d41"", ""\u54c1\u724c\u623f\u4f01"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u5c0f\u4e09\u5c45""]","[""51"", ""56""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
仁和春天国际,https://image1.ljcdn.com/hdic-resblock/a12a6e67-a906-485f-bd85-4da14495ae43.jpg,达州,通川区,金龙大道北延线仁和春天国际,"[""1""]","[""55""]",1,12000,,达州市仁和春天置业有限公司,商业,2018-09-01 10:11:36,2018-09-29,"[""\u4f4e\u5355\u4ef7"", ""\u5927\u578b\u793e\u533a"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u5c0f\u6237\u578b""]","[""200""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
蓝润·置地广场A地块,https://image1.ljcdn.com/newhouse-user-image/254e25ccc3819a60c96ab11a83525a49.jpg,达州,通川区,四川省达州市通川区朝阳东路858号,"[""3"", ""4""]","[""103"", ""195""]",1,8500,毛坯,达州市弘润置业有限公司,住宅,2019-01-21 17:47:06,2018-12-26,"[""\u8f66\u4f4d\u5145\u8db3"", ""\u4eba\u8f66\u5206\u6d41"", ""\u54c1\u724c\u623f\u4f01"", ""\u79d1\u6280\u4f4f\u5b85""]","[""145""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
强生医药贸易市场,https://image1.ljcdn.com/newhouse-user-image/90cd04d8706f7be2082bcdd92cac4eaa.png,达州,达川区,南外一号干道，强生药业贸易综合市场,"[""2"", ""3""]","[""69"", ""87""]",1,4800,毛坯,达州泽栋置业有限公司,商业,2019-04-23 10:45:54,2019-01-29,"[""\u4f4e\u5355\u4ef7"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5c0f\u578b\u793e\u533a"", ""\u4f11\u95f2\u4f1a\u6240""]","[""40""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
四季花城二期,https://image1.ljcdn.com/newhouse-user-image/541863ce4cc028190625f57589878feb.jpg,达州,通川区,四季花城二期,"[""1""]","[""19""]",1,20000,毛坯,四川滨江地产集团有限公司,商业,2019-07-22 13:54:48,2019-05-07,"[""\u4eba\u8f66\u5206\u6d41"", ""\u5c0f\u578b\u793e\u533a"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u73b0\u623f""]","[""70""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
滨江·四季花城一期,https://image1.ljcdn.com/newhouse-user-image/a7d74dac78128aca1725c9ea7fafe242.jpg,达州,通川区,白塔路滨江·四季花城一期,"[""""]","[""""]",1,0,毛坯,达州市恒腾置业有限公司,底商,2019-09-27 10:01:41,2018-01-13,"[""\u4eba\u8f66\u5206\u6d41"", ""\u5c0f\u578b\u793e\u533a"", ""\u54c1\u724c\u623f\u4f01"", ""\u516c\u4ea4\u76f4\u8fbe""]","[""0""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
盛煌·南城国际,https://image1.ljcdn.com/newhouse-user-image/f4439ad7e9880112248f7f2561329457.jpg,达州,达川区,南国大道二段盛煌·南城国际,"[""3"", ""4""]","[""83"", ""119""]",1,6600,毛坯,达州市盛煌置业有限公司,住宅,2019-10-24 10:02:21,2021-02-18,"[""\u7eff\u5316\u7387\u9ad8"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5065\u8eab\u8dd1\u9053"", ""\u8d34\u5fc3\u7269\u4e1a""]","[""56"", ""80""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
复兴批发市场,https://image1.ljcdn.com/newhouse-user-image/57a424dbbd54d1f4697fc5b8738da7ba.jpg,达州,通川区,达州绕城公路复兴批发市场,"[""1""]","[""16"", ""63""]",1,11000,毛坯,达州市复兴市场开发有限公司,商业,2020-04-14 13:36:21,2019-11-04,"[""\u4f4e\u5355\u4ef7"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5927\u578b\u793e\u533a"", ""\u54c1\u724c\u623f\u4f01""]","[""69""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
兴诚锦云臺,https://image1.ljcdn.com/newhouse-user-image/4c022485798de49b8d2bb005267f6174.jpg,达州,达川区,南国大道二段兴诚锦云臺,"[""2"", ""3"", ""4""]","[""72"", ""143""]",1,6700,毛坯,达州市兴诚置业有限公司,住宅,2021-02-02 14:31:04,2021-01-30,"[""\u8f66\u4f4d\u5145\u8db3"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5065\u8eab\u8dd1\u9053"", ""\u4f11\u95f2\u4f1a\u6240""]","[""50"", ""120""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
阳光·臻云湖,https://image1.ljcdn.com/newhouse-user-image/a03e53991c85a30ef1f9ee8b63d2ec43.jpg,达州,达川区,高新区梨树坪湿地公园旁,"[""3"", ""4""]","[""82"", ""118""]",1,6300,毛坯,达州市硕阳置业有限公司,住宅,2021-04-07 17:11:07,2021-04-03,"[""\u7eff\u5316\u7387\u9ad8"", ""\u4eba\u8f66\u5206\u6d41"", ""\u54c1\u724c\u623f\u4f01"", ""\u5065\u8eab\u8dd1\u9053""]","[""55"", ""105""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
阳光·梵迪亚,https://image1.ljcdn.com/newhouse-user-image/b84e252db54c4ce5790a138ef3d26865.jpg,达州,通川区,龙马大道阳光·梵迪亚,"[""3"", ""4""]","[""84"", ""93""]",1,5900,毛坯,达州市盛阳置业有限公司,住宅,0000-00-00 00:00:00,2022-05-21,"[""\u4eba\u8f66\u5206\u6d41"", ""\u54c1\u724c\u623f\u4f01"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u5c0f\u4e09\u5c45""]","[""51"", ""56""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
仁和春天国际,https://image1.ljcdn.com/hdic-resblock/a12a6e67-a906-485f-bd85-4da14495ae43.jpg,达州,通川区,金龙大道北延线仁和春天国际,"[""1""]","[""55""]",1,12000,,达州市仁和春天置业有限公司,商业,2018-09-01 10:11:36,2018-09-29,"[""\u4f4e\u5355\u4ef7"", ""\u5927\u578b\u793e\u533a"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u5c0f\u6237\u578b""]","[""200""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
蓝润·置地广场A地块,https://image1.ljcdn.com/newhouse-user-image/254e25ccc3819a60c96ab11a83525a49.jpg,达州,通川区,四川省达州市通川区朝阳东路858号,"[""3"", ""4""]","[""103"", ""195""]",1,8500,毛坯,达州市弘润置业有限公司,住宅,2019-01-21 17:47:06,2018-12-26,"[""\u8f66\u4f4d\u5145\u8db3"", ""\u4eba\u8f66\u5206\u6d41"", ""\u54c1\u724c\u623f\u4f01"", ""\u79d1\u6280\u4f4f\u5b85""]","[""145""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
强生医药贸易市场,https://image1.ljcdn.com/newhouse-user-image/90cd04d8706f7be2082bcdd92cac4eaa.png,达州,达川区,南外一号干道，强生药业贸易综合市场,"[""2"", ""3""]","[""69"", ""87""]",1,4800,毛坯,达州泽栋置业有限公司,商业,2019-04-23 10:45:54,2019-01-29,"[""\u4f4e\u5355\u4ef7"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5c0f\u578b\u793e\u533a"", ""\u4f11\u95f2\u4f1a\u6240""]","[""40""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
四季花城二期,https://image1.ljcdn.com/newhouse-user-image/541863ce4cc028190625f57589878feb.jpg,达州,通川区,四季花城二期,"[""1""]","[""19""]",1,20000,毛坯,四川滨江地产集团有限公司,商业,2019-07-22 13:54:48,2019-05-07,"[""\u4eba\u8f66\u5206\u6d41"", ""\u5c0f\u578b\u793e\u533a"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u73b0\u623f""]","[""70""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
滨江·四季花城一期,https://image1.ljcdn.com/newhouse-user-image/a7d74dac78128aca1725c9ea7fafe242.jpg,达州,通川区,白塔路滨江·四季花城一期,"[""""]","[""""]",1,0,毛坯,达州市恒腾置业有限公司,底商,2019-09-27 10:01:41,2018-01-13,"[""\u4eba\u8f66\u5206\u6d41"", ""\u5c0f\u578b\u793e\u533a"", ""\u54c1\u724c\u623f\u4f01"", ""\u516c\u4ea4\u76f4\u8fbe""]","[""0""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
盛煌·南城国际,https://image1.ljcdn.com/newhouse-user-image/f4439ad7e9880112248f7f2561329457.jpg,达州,达川区,南国大道二段盛煌·南城国际,"[""3"", ""4""]","[""83"", ""119""]",1,6600,毛坯,达州市盛煌置业有限公司,住宅,2019-10-24 10:02:21,2021-02-18,"[""\u7eff\u5316\u7387\u9ad8"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5065\u8eab\u8dd1\u9053"", ""\u8d34\u5fc3\u7269\u4e1a""]","[""56"", ""80""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
复兴批发市场,https://image1.ljcdn.com/newhouse-user-image/57a424dbbd54d1f4697fc5b8738da7ba.jpg,达州,通川区,达州绕城公路复兴批发市场,"[""1""]","[""16"", ""63""]",1,11000,毛坯,达州市复兴市场开发有限公司,商业,2020-04-14 13:36:21,2019-11-04,"[""\u4f4e\u5355\u4ef7"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5927\u578b\u793e\u533a"", ""\u54c1\u724c\u623f\u4f01""]","[""69""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
兴诚锦云臺,https://image1.ljcdn.com/newhouse-user-image/4c022485798de49b8d2bb005267f6174.jpg,达州,达川区,南国大道二段兴诚锦云臺,"[""2"", ""3"", ""4""]","[""72"", ""143""]",1,6700,毛坯,达州市兴诚置业有限公司,住宅,2021-02-02 14:31:04,2021-01-30,"[""\u8f66\u4f4d\u5145\u8db3"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5065\u8eab\u8dd1\u9053"", ""\u4f11\u95f2\u4f1a\u6240""]","[""50"", ""120""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
阳光·臻云湖,https://image1.ljcdn.com/newhouse-user-image/a03e53991c85a30ef1f9ee8b63d2ec43.jpg,达州,达川区,高新区梨树坪湿地公园旁,"[""3"", ""4""]","[""82"", ""118""]",1,6300,毛坯,达州市硕阳置业有限公司,住宅,2021-04-07 17:11:07,2021-04-03,"[""\u7eff\u5316\u7387\u9ad8"", ""\u4eba\u8f66\u5206\u6d41"", ""\u54c1\u724c\u623f\u4f01"", ""\u5065\u8eab\u8dd1\u9053""]","[""55"", ""105""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
阳光·梵迪亚,https://image1.ljcdn.com/newhouse-user-image/b84e252db54c4ce5790a138ef3d26865.jpg,达州,通川区,龙马大道阳光·梵迪亚,"[""3"", ""4""]","[""84"", ""93""]",1,5900,毛坯,达州市盛阳置业有限公司,住宅,0000-00-00 00:00:00,2022-05-21,"[""\u4eba\u8f66\u5206\u6d41"", ""\u54c1\u724c\u623f\u4f01"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u5c0f\u4e09\u5c45""]","[""51"", ""56""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
仁和春天国际,https://image1.ljcdn.com/hdic-resblock/a12a6e67-a906-485f-bd85-4da14495ae43.jpg,达州,通川区,金龙大道北延线仁和春天国际,"[""1""]","[""55""]",1,12000,,达州市仁和春天置业有限公司,商业,2018-09-01 10:11:36,2018-09-29,"[""\u4f4e\u5355\u4ef7"", ""\u5927\u578b\u793e\u533a"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u5c0f\u6237\u578b""]","[""200""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
蓝润·置地广场A地块,https://image1.ljcdn.com/newhouse-user-image/254e25ccc3819a60c96ab11a83525a49.jpg,达州,通川区,四川省达州市通川区朝阳东路858号,"[""3"", ""4""]","[""103"", ""195""]",1,8500,毛坯,达州市弘润置业有限公司,住宅,2019-01-21 17:47:06,2018-12-26,"[""\u8f66\u4f4d\u5145\u8db3"", ""\u4eba\u8f66\u5206\u6d41"", ""\u54c1\u724c\u623f\u4f01"", ""\u79d1\u6280\u4f4f\u5b85""]","[""145""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
强生医药贸易市场,https://image1.ljcdn.com/newhouse-user-image/90cd04d8706f7be2082bcdd92cac4eaa.png,达州,达川区,南外一号干道，强生药业贸易综合市场,"[""2"", ""3""]","[""69"", ""87""]",1,4800,毛坯,达州泽栋置业有限公司,商业,2019-04-23 10:45:54,2019-01-29,"[""\u4f4e\u5355\u4ef7"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5c0f\u578b\u793e\u533a"", ""\u4f11\u95f2\u4f1a\u6240""]","[""40""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
四季花城二期,https://image1.ljcdn.com/newhouse-user-image/541863ce4cc028190625f57589878feb.jpg,达州,通川区,四季花城二期,"[""1""]","[""19""]",1,20000,毛坯,四川滨江地产集团有限公司,商业,2019-07-22 13:54:48,2019-05-07,"[""\u4eba\u8f66\u5206\u6d41"", ""\u5c0f\u578b\u793e\u533a"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u73b0\u623f""]","[""70""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
滨江·四季花城一期,https://image1.ljcdn.com/newhouse-user-image/a7d74dac78128aca1725c9ea7fafe242.jpg,达州,通川区,白塔路滨江·四季花城一期,"[""""]","[""""]",1,0,毛坯,达州市恒腾置业有限公司,底商,2019-09-27 10:01:41,2018-01-13,"[""\u4eba\u8f66\u5206\u6d41"", ""\u5c0f\u578b\u793e\u533a"", ""\u54c1\u724c\u623f\u4f01"", ""\u516c\u4ea4\u76f4\u8fbe""]","[""0""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
盛煌·南城国际,https://image1.ljcdn.com/newhouse-user-image/f4439ad7e9880112248f7f2561329457.jpg,达州,达川区,南国大道二段盛煌·南城国际,"[""3"", ""4""]","[""83"", ""119""]",1,6600,毛坯,达州市盛煌置业有限公司,住宅,2019-10-24 10:02:21,2021-02-18,"[""\u7eff\u5316\u7387\u9ad8"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5065\u8eab\u8dd1\u9053"", ""\u8d34\u5fc3\u7269\u4e1a""]","[""56"", ""80""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
复兴批发市场,https://image1.ljcdn.com/newhouse-user-image/57a424dbbd54d1f4697fc5b8738da7ba.jpg,达州,通川区,达州绕城公路复兴批发市场,"[""1""]","[""16"", ""63""]",1,11000,毛坯,达州市复兴市场开发有限公司,商业,2020-04-14 13:36:21,2019-11-04,"[""\u4f4e\u5355\u4ef7"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5927\u578b\u793e\u533a"", ""\u54c1\u724c\u623f\u4f01""]","[""69""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
兴诚锦云臺,https://image1.ljcdn.com/newhouse-user-image/4c022485798de49b8d2bb005267f6174.jpg,达州,达川区,南国大道二段兴诚锦云臺,"[""2"", ""3"", ""4""]","[""72"", ""143""]",1,6700,毛坯,达州市兴诚置业有限公司,住宅,2021-02-02 14:31:04,2021-01-30,"[""\u8f66\u4f4d\u5145\u8db3"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5065\u8eab\u8dd1\u9053"", ""\u4f11\u95f2\u4f1a\u6240""]","[""50"", ""120""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
阳光·臻云湖,https://image1.ljcdn.com/newhouse-user-image/a03e53991c85a30ef1f9ee8b63d2ec43.jpg,达州,达川区,高新区梨树坪湿地公园旁,"[""3"", ""4""]","[""82"", ""118""]",1,6300,毛坯,达州市硕阳置业有限公司,住宅,2021-04-07 17:11:07,2021-04-03,"[""\u7eff\u5316\u7387\u9ad8"", ""\u4eba\u8f66\u5206\u6d41"", ""\u54c1\u724c\u623f\u4f01"", ""\u5065\u8eab\u8dd1\u9053""]","[""55"", ""105""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
阳光·梵迪亚,https://image1.ljcdn.com/newhouse-user-image/b84e252db54c4ce5790a138ef3d26865.jpg,达州,通川区,龙马大道阳光·梵迪亚,"[""3"", ""4""]","[""84"", ""93""]",1,5900,毛坯,达州市盛阳置业有限公司,住宅,0000-00-00 00:00:00,2022-05-21,"[""\u4eba\u8f66\u5206\u6d41"", ""\u54c1\u724c\u623f\u4f01"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u5c0f\u4e09\u5c45""]","[""51"", ""56""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
仁和春天国际,https://image1.ljcdn.com/hdic-resblock/a12a6e67-a906-485f-bd85-4da14495ae43.jpg,达州,通川区,金龙大道北延线仁和春天国际,"[""1""]","[""55""]",1,12000,,达州市仁和春天置业有限公司,商业,2018-09-01 10:11:36,2018-09-29,"[""\u4f4e\u5355\u4ef7"", ""\u5927\u578b\u793e\u533a"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u5c0f\u6237\u578b""]","[""200""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
蓝润·置地广场A地块,https://image1.ljcdn.com/newhouse-user-image/254e25ccc3819a60c96ab11a83525a49.jpg,达州,通川区,四川省达州市通川区朝阳东路858号,"[""3"", ""4""]","[""103"", ""195""]",1,8500,毛坯,达州市弘润置业有限公司,住宅,2019-01-21 17:47:06,2018-12-26,"[""\u8f66\u4f4d\u5145\u8db3"", ""\u4eba\u8f66\u5206\u6d41"", ""\u54c1\u724c\u623f\u4f01"", ""\u79d1\u6280\u4f4f\u5b85""]","[""145""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
强生医药贸易市场,https://image1.ljcdn.com/newhouse-user-image/90cd04d8706f7be2082bcdd92cac4eaa.png,达州,达川区,南外一号干道，强生药业贸易综合市场,"[""2"", ""3""]","[""69"", ""87""]",1,4800,毛坯,达州泽栋置业有限公司,商业,2019-04-23 10:45:54,2019-01-29,"[""\u4f4e\u5355\u4ef7"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5c0f\u578b\u793e\u533a"", ""\u4f11\u95f2\u4f1a\u6240""]","[""40""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
四季花城二期,https://image1.ljcdn.com/newhouse-user-image/541863ce4cc028190625f57589878feb.jpg,达州,通川区,四季花城二期,"[""1""]","[""19""]",1,20000,毛坯,四川滨江地产集团有限公司,商业,2019-07-22 13:54:48,2019-05-07,"[""\u4eba\u8f66\u5206\u6d41"", ""\u5c0f\u578b\u793e\u533a"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u73b0\u623f""]","[""70""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
滨江·四季花城一期,https://image1.ljcdn.com/newhouse-user-image/a7d74dac78128aca1725c9ea7fafe242.jpg,达州,通川区,白塔路滨江·四季花城一期,"[""""]","[""""]",1,0,毛坯,达州市恒腾置业有限公司,底商,2019-09-27 10:01:41,2018-01-13,"[""\u4eba\u8f66\u5206\u6d41"", ""\u5c0f\u578b\u793e\u533a"", ""\u54c1\u724c\u623f\u4f01"", ""\u516c\u4ea4\u76f4\u8fbe""]","[""0""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
盛煌·南城国际,https://image1.ljcdn.com/newhouse-user-image/f4439ad7e9880112248f7f2561329457.jpg,达州,达川区,南国大道二段盛煌·南城国际,"[""3"", ""4""]","[""83"", ""119""]",1,6600,毛坯,达州市盛煌置业有限公司,住宅,2019-10-24 10:02:21,2021-02-18,"[""\u7eff\u5316\u7387\u9ad8"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5065\u8eab\u8dd1\u9053"", ""\u8d34\u5fc3\u7269\u4e1a""]","[""56"", ""80""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
复兴批发市场,https://image1.ljcdn.com/newhouse-user-image/57a424dbbd54d1f4697fc5b8738da7ba.jpg,达州,通川区,达州绕城公路复兴批发市场,"[""1""]","[""16"", ""63""]",1,11000,毛坯,达州市复兴市场开发有限公司,商业,2020-04-14 13:36:21,2019-11-04,"[""\u4f4e\u5355\u4ef7"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5927\u578b\u793e\u533a"", ""\u54c1\u724c\u623f\u4f01""]","[""69""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
兴诚锦云臺,https://image1.ljcdn.com/newhouse-user-image/4c022485798de49b8d2bb005267f6174.jpg,达州,达川区,南国大道二段兴诚锦云臺,"[""2"", ""3"", ""4""]","[""72"", ""143""]",1,6700,毛坯,达州市兴诚置业有限公司,住宅,2021-02-02 14:31:04,2021-01-30,"[""\u8f66\u4f4d\u5145\u8db3"", ""\u4eba\u8f66\u5206\u6d41"", ""\u5065\u8eab\u8dd1\u9053"", ""\u4f11\u95f2\u4f1a\u6240""]","[""50"", ""120""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
阳光·臻云湖,https://image1.ljcdn.com/newhouse-user-image/a03e53991c85a30ef1f9ee8b63d2ec43.jpg,达州,达川区,高新区梨树坪湿地公园旁,"[""3"", ""4""]","[""82"", ""118""]",1,6300,毛坯,达州市硕阳置业有限公司,住宅,2021-04-07 17:11:07,2021-04-03,"[""\u7eff\u5316\u7387\u9ad8"", ""\u4eba\u8f66\u5206\u6d41"", ""\u54c1\u724c\u623f\u4f01"", ""\u5065\u8eab\u8dd1\u9053""]","[""55"", ""105""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
阳光·梵迪亚,https://image1.ljcdn.com/newhouse-user-image/b84e252db54c4ce5790a138ef3d26865.jpg,达州,通川区,龙马大道阳光·梵迪亚,"[""3"", ""4""]","[""84"", ""93""]",1,5900,毛坯,达州市盛阳置业有限公司,住宅,0000-00-00 00:00:00,2022-05-21,"[""\u4eba\u8f66\u5206\u6d41"", ""\u54c1\u724c\u623f\u4f01"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u5c0f\u4e09\u5c45""]","[""51"", ""56""]",3,https://dazhou.fang.lianjia.com/loupan/pa1/?_t=1
